time,pos_est_e,pos_est_n,pos_est_u,drift_pred_e,drift_pred_n,drift_pred_u,pos_corr_e,pos_corr_n,pos_corr_u,drift_true_e,drift_true_n,drift_true_u
1.9900000095367432,20.57015609741211,-0.006555005442351103,29.997398376464844,0.1798408478498459,0.19735372066497803,-0.010978695005178452,20.749996185302734,0.19079871475696564,29.986419677734375,-0.01013946533203125,0.006555005442351103,0.00260162353515625
2.0,20.676952362060547,-0.00662630470469594,29.99738121032715,0.24602393805980682,0.20423603057861328,-0.00951981171965599,20.922975540161133,0.19760972261428833,29.98786163330078,-0.010286331176757812,0.00662630470469594,0.0026187896728515625
2.009999990463257,20.783781051635742,-0.006699376739561558,29.997364044189453,0.21361498534679413,0.20987951755523682,-0.010158773511648178,20.99739646911621,0.20318013429641724,29.987205505371094,-0.010431289672851562,0.006699376739561558,0.002635955810546875
2.0199999809265137,20.890644073486328,-0.006772286724299192,29.99734878540039,0.20700518786907196,0.20404374599456787,-0.00796031579375267,21.09764862060547,0.197271466255188,29.989389419555664,-0.010578155517578125,0.006772286724299192,0.002651214599609375
2.0299999713897705,20.997541427612305,-0.006845529656857252,29.99733543395996,0.19444088637828827,0.21191060543060303,-0.009302373975515366,21.19198226928711,0.2050650715827942,29.988033294677734,-0.010725021362304688,0.006845529656857252,0.0026645660400390625
2.0399999618530273,21.104475021362305,-0.006918792147189379,29.997318267822266,0.24355272948741913,0.21484601497650146,-0.007874961942434311,21.3480281829834,0.20792722702026367,29.989442825317383,-0.010875701904296875,0.006918792147189379,0.002681732177734375
2.049999952316284,21.211442947387695,-0.006991349160671234,29.997303009033203,0.22227232158184052,0.21621787548065186,-0.008430596441030502,21.4337158203125,0.20922651886940002,29.988872528076172,-0.011026382446289062,0.006991349160671234,0.002696990966796875
2.059999942779541,21.318443298339844,-0.007064405828714371,29.997285842895508,0.2091030329465866,0.20246577262878418,-0.006783243268728256,21.527545928955078,0.1954013705253601,29.990503311157227,-0.01117706298828125,0.007064405828714371,0.0027141571044921875
2.069999933242798,21.425479888916016,-0.007138778921216726,29.997270584106445,0.24819831550121307,0.18848931789398193,-0.005122657865285873,21.673677444458008,0.18135054409503937,29.99214744567871,-0.01132965087890625,0.007138778921216726,0.0027294158935546875
2.0799999237060547,21.532550811767578,-0.007214855868369341,29.99725341796875,0.2428925484418869,0.20424246788024902,-0.007312651723623276,21.77544403076172,0.19702760875225067,29.989940643310547,-0.011484146118164062,0.007214855868369341,0.00274658203125
2.0899999141693115,21.63965606689453,-0.007293065078556538,29.997238159179688,0.17049138247966766,0.19560956954956055,-0.006652470678091049,21.810148239135742,0.18831650912761688,29.990585327148438,-0.011638641357421875,0.007293065078556538,0.0027618408203125
2.0999999046325684,21.74679946899414,-0.007369908969849348,29.997222900390625,0.16184429824352264,0.18317484855651855,-0.005743261426687241,21.90864372253418,0.17580494284629822,29.991479873657227,-0.011798858642578125,0.007369908969849348,0.002777099609375
2.109999895095825,21.85397720336914,-0.007448217831552029,29.99720573425293,0.18144015967845917,0.1798020601272583,-0.0053098164498806,22.035417556762695,0.1723538488149643,29.99189567565918,-0.011960983276367188,0.007448217831552029,0.0027942657470703125
2.119999885559082,21.961185455322266,-0.007528968155384064,29.997188568115234,0.20985393226146698,0.2050473690032959,-0.005668517202138901,22.171039581298828,0.19751840829849243,29.991519927978516,-0.012119293212890625,0.007528968155384064,0.002811431884765625
2.130000114440918,22.068431854248047,-0.007611733395606279,29.99717140197754,0.24704651534557343,0.22727131843566895,-0.007056828588247299,22.315479278564453,0.21965958178043365,29.990114212036133,-0.012281417846679688,0.007611733395606279,0.0028285980224609375
2.140000104904175,22.17571258544922,-0.007695754989981651,29.997156143188477,0.25727635622024536,0.24714648723602295,-0.009108301252126694,22.4329891204834,0.23945073783397675,29.988048553466797,-0.012445449829101562,0.007695754989981651,0.0028438568115234375
2.1500000953674316,22.283029556274414,-0.007780780084431171,29.99713897705078,0.2585614323616028,0.26224398612976074,-0.011558052152395248,22.54159164428711,0.25446319580078125,29.985580444335938,-0.012613296508789062,0.007780780084431171,0.00286102294921875
2.1600000858306885,22.390380859375,-0.007865618914365768,29.99712371826172,0.2674427628517151,0.2500842809677124,-0.010789629071950912,22.65782356262207,0.24221865832805634,29.9863338470459,-0.012781143188476562,0.007865618914365768,0.00287628173828125
